SEQUENS,CZERFAM95,MK_KHARK,AC_KHARK,MK_QIAN,AC_QIAN,NAME,AUTHOR
3688,CARYOPHYLLACEAE,AC,3688,AC,3688,Stellaria calycantha,(Ledeb.) Bong.
6206,CARYOPHYLLACEAE,SY,3688,SY,3688,Arenaria calycantha,Ledeb.
3689,CARYOPHYLLACEAE,AC,3689,AC,3689,Stellaria cherleriae,(Fisch. ex Ser.) F.Williams
6207,CARYOPHYLLACEAE,SY,3689,SY,3689,Arenaria cherleriae,Fisch. ex Ser.
3690,CARYOPHYLLACEAE,AC,3690,AC,3690,Stellaria crassifolia,Ehrh.
3691,CARYOPHYLLACEAE,AC,3691,AC,3691,Stellaria crispa,Cham. et Schlecht.
3692,CARYOPHYLLACEAE,AC,3692,AC,3692,Stellaria dahurica,Willd. ex Schlecht.
3693,CARYOPHYLLACEAE,AC,3693,AC,3693,Stellaria dichotoma,L.
3694,CARYOPHYLLACEAE,AC,3694,AC,3694,Stellaria dicranoides,(Cham. et Schlecht.) Fenzl
7294,CARYOPHYLLACEAE,SY,3694,SY,3694,Arenaria chamissonis,Maguire
6208,CARYOPHYLLACEAE,SY,3694,SY,3694,Cherleria dicranoides,Cham. et Schlecht.
3695,CARYOPHYLLACEAE,AC,3695,AC,3695,Stellaria discolor,Turcz.
3697,CARYOPHYLLACEAE,AC,3697,AC,3697,Stellaria eschscholtziana,Fenzl
3698,CARYOPHYLLACEAE,AC,3698,AC,3698,Stellaria fenzlii,Regel
3699,CARYOPHYLLACEAE,AC,3699,AC,3699,Stellaria filicaulis,Makino
6210,CARYOPHYLLACEAE,SY,3699,SY,3699,Stellaria jaluana,Nakai
3700,CARYOPHYLLACEAE,AC,3700,AC,3700,Stellaria fischeriana,Ser.
3701,CARYOPHYLLACEAE,AC,3701,AC,3701,Stellaria graminea,L.
3702,CARYOPHYLLACEAE,AC,3702,AC,3702,Stellaria gypsophiloides,Fenzl
3703,CARYOPHYLLACEAE,AC,3703,AC,3703,Stellaria humifusa,Rottb.
3704,CARYOPHYLLACEAE,AC,3704,AC,3704,Stellaria jacutica,Schischk.
3705,CARYOPHYLLACEAE,AC,3705,AC,3705,Stellaria kolymensis,Khokhr.
3707,CARYOPHYLLACEAE,AC,3707,AC,3707,Stellaria longifolia,Muehl. ex Willd.
6212,CARYOPHYLLACEAE,SY,3707,SY,3707,Stellaria diffusa,Willd. ex Schlecht.
3708,CARYOPHYLLACEAE,AC,3708,AC,3708,Stellaria media,(L.) Vill.
3710,CARYOPHYLLACEAE,AC,3710,AC,3710,Stellaria peduncularis,Bunge
3711,CARYOPHYLLACEAE,AC,3711,AC,3711,Stellaria ruscifolia,Pall. ex Schlecht.
3714,THYMELAEACEAE,AC,3714,AC,3714,Stellera chamaejasme,L.
3715,MELANTHIACEAE,AC,3715,AC,3715,Stenanthium sachalinense,Fr.Schmidt
3717,BRASSICACEAE,AC,3717,AC,3717,Stevenia cheiranthoides,DC.
3718,POACEAE,AC,3718,AC,3718,Stipa baicalensis,Roshev.
3719,COMMELINACEAE,AC,3719,AC,3719,Streptolirion volubile,Edgew.
3720,CONVALLARIACEAE,AC,3720,AC,3720,Streptopus amplexifolius,(L.) DC.
6216,CONVALLARIACEAE,SY,3720,SY,3720,Uvularia amplexifolia,L.
3721,CONVALLARIACEAE,AC,3721,AC,3721,Streptopus streptopoides,(Ledeb.) Frye et Rigg
6217,CONVALLARIACEAE,SY,3721,SY,3721,Smilacina streptopoides,Ledeb.
3722,CHENOPODIACEAE,AC,3722,AC,3722,Suaeda arctica,Jurtz. et Petrovsky
3723,CHENOPODIACEAE,AC,3723,AC,3723,Suaeda glauca,(Bunge) Bunge
6218,CHENOPODIACEAE,SY,3723,SY,3723,Schoberina glauca,Bunge
3725,BRASSICACEAE,AC,3725,AC,3725,Subularia aquatica,L.
3727,GENTIANACEAE,AC,3727,AC,3727,Swertia veratroides,Maxim. ex Kom.
3729,ASTERACEAE,AC,3729,AC,3729,Symphyllocarpus exilis,Maxim.
3730,BORAGINACEAE,AC,3730,AC,3730,Symphytum officinale,L.
3732,ASTERACEAE,AC,3732,AC,3732,Syneilesis aconitifolia,(Bunge) Maxim.
9298,ASTERACEAE,SY,3732,SY,3732,Cacalia aconitifolia,Bunge
3733,ASTERACEAE,AC,3733,AC,3733,Synurus deltoides,(Ait.) Nakai
6224,ASTERACEAE,SY,3733,SY,3733,Onopordum deltoides,Ait.
3734,OLEACEAE,AC,3734,AC,3734,Syringa oblata,Lindl.
3735,OLEACEAE,AC,3735,AC,3735,Syringa villosa,Vahl.
3736,OLEACEAE,AC,3736,AC,3736,Syringa vulgaris,L.
3737,OLEACEAE,AC,3737,AC,3737,Syringa wolfii,C.K.Schneid.
6225,OLEACEAE,SY,3737,SY,3737,Syringa robusta,Nakai
3738,ASTERACEAE,AC,3738,AC,3738,Tagetes erecta,L.
3739,ASTERACEAE,AC,3739,AC,3739,Tagetes patula,L.
3740,ASTERACEAE,AC,3740,AC,3740,Tanacetum bipinnatum,(L.) Sch. Bip.
6226,ASTERACEAE,SY,3740,SY,3740,Chrysanthemum bipinnatum,L.
3742,ASTERACEAE,AC,3742,AC,3742,Tanacetum vulgare,L.
3743,ASTERACEAE,AC,3743,AC,3743,Taraxacum acricorne,Dahlst.
3764,ASTERACEAE,AC,3764,SY,3743,Taraxacum dilutum,Dahlst.
3744,ASTERACEAE,AC,3744,AC,3744,Taraxacum ajanense,Worosch.
3745,ASTERACEAE,AC,3745,AC,3745,Taraxacum ajano-majense,Tzvel.
3746,ASTERACEAE,AC,3746,AC,3746,Taraxacum alascanum,Rydb.
3747,ASTERACEAE,AC,3747,AC,3747,Taraxacum albescens,Dahlst.
3748,ASTERACEAE,AC,3748,AC,3748,Taraxacum anadyrense,Nakai et Koidz.
3749,ASTERACEAE,AC,3749,AC,3749,Taraxacum anadyricum,Tzvel.
3750,ASTERACEAE,AC,3750,AC,3750,Taraxacum andersonii,Hagl.
3752,ASTERACEAE,AC,3752,AC,3752,Taraxacum badzhalense,Worosch. et Schlothauer
3753,ASTERACEAE,AC,3753,AC,3753,Taraxacum bicorne,Dahlst.
3754,ASTERACEAE,AC,3754,AC,3754,Taraxacum brassicifolium,Kitag.
3757,ASTERACEAE,AC,3757,AC,3757,Taraxacum collariatum,Worosch.
6232,ASTERACEAE,MA,3757,SY,3757,Taraxacum neosachalinense,Koidz.
3758,ASTERACEAE,AC,3758,AC,3758,Taraxacum collinum,DC.
3759,ASTERACEAE,AC,3759,AC,3759,Taraxacum commixtiforme,Soest
3760,ASTERACEAE,AC,3760,AC,3760,Taraxacum coreanum,Nakai
3761,ASTERACEAE,AC,3761,AC,3761,Taraxacum czaunense,Jurtz. et Tzvel.
3762,ASTERACEAE,AC,3762,AC,3762,Taraxacum czukoticum,Jurtz.
3763,ASTERACEAE,AC,3763,AC,3763,Taraxacum dealbatum,Hand.-Mazz.
3779,ASTERACEAE,AC,3779,SY,3763,Taraxacum leucanthum,(Ledeb.) Ledeb.
3765,ASTERACEAE,AC,3765,AC,3765,Taraxacum dissectum,(Ledeb.) Ledeb.
6233,ASTERACEAE,SY,3765,SY,3765,Leontodon dissectus,Ledeb.
7299,ASTERACEAE,SY,3765,SY,3765,Taraxacum baicalense,Schischk.
3766,ASTERACEAE,AC,3766,AC,3766,Taraxacum glabrum,DC.
3767,ASTERACEAE,AC,3767,AC,3767,Taraxacum gorodkovii,Chark. et Tzvel.
3768,ASTERACEAE,AC,3768,AC,3768,Taraxacum heterolepis,Nakai et Koidz. ex Kitag.
3791,ASTERACEAE,AC,3791,SY,3768,Taraxacum multisectum,Kitag.
3770,ASTERACEAE,AC,3770,AC,3770,Taraxacum jurtzevii,Tzvel.
3772,ASTERACEAE,AC,3772,AC,3772,Taraxacum ketoiense,Tatew. & Kitam.
3773,ASTERACEAE,AC,3773,AC,3773,Taraxacum kojimae,Kitam.
7300,ASTERACEAE,SY,3773,SY,3773,Taraxacum crassicollum,Koidz.
6236,ASTERACEAE,SY,3773,SY,3773,Taraxacum ohashitatsuoi,Koidz.
3774,ASTERACEAE,AC,3774,AC,3774,Taraxacum kolymense,Khokhr.
3775,ASTERACEAE,AC,3775,AC,3775,Taraxacum korjakense,Charkev. et Tzvel.
3776,ASTERACEAE,AC,3776,AC,3776,Taraxacum korjakorum,Charkev. et Tzvel.
3778,ASTERACEAE,AC,3778,AC,3778,Taraxacum leptoceras,Dahlst.
3780,ASTERACEAE,AC,3780,AC,3780,Taraxacum leucocarpum,Jurtz. et Tzvel.
3781,ASTERACEAE,AC,3781,AC,3781,Taraxacum lineare,Worosch. et Schaga
3782,ASTERACEAE,AC,3782,AC,3782,Taraxacum longicorne,Dahlst.
3783,ASTERACEAE,AC,3783,AC,3783,Taraxacum lyngeanum,Hagl.
3784,ASTERACEAE,AC,3784,AC,3784,Taraxacum macilentum,Dahlst.
3785,ASTERACEAE,AC,3785,AC,3785,Taraxacum macroceras,Dahlst.
3786,ASTERACEAE,AC,3786,AC,3786,Taraxacum magadanicum,Tzvel.
3787,ASTERACEAE,AC,3787,AC,3787,Taraxacum miyakei,Kitam.
3789,ASTERACEAE,AC,3789,AC,3789,Taraxacum mongoliforme,Doll
6247,ASTERACEAE,SY,3789,SY,3789,Taraxacum cuspidatum,Dahlst.
9318,ASTERACEAE,SY,3789,SY,3789,Taraxacum sinomongolicum,Kitag.
3790,ASTERACEAE,AC,3790,AC,3790,Taraxacum mujense,Petroczenko
3792,ASTERACEAE,AC,3792,AC,3792,Taraxacum nairoense,Koidz.
3793,ASTERACEAE,AC,3793,AC,3793,Taraxacum nanaunii,Jurtz.
3795,ASTERACEAE,AC,3795,AC,3795,Taraxacum neo-sachalinense,Koidz.
3796,ASTERACEAE,AC,3796,AC,3796,Taraxacum neokamtschaticum,Worosch.
3797,ASTERACEAE,AC,3797,AC,3797,Taraxacum nigrocephalum,Khokhr.
3798,ASTERACEAE,AC,3798,AC,3798,Taraxacum nudiscaposum,Worosch.
3799,ASTERACEAE,AC,3799,AC,3799,Taraxacum ochotense,Worosch.
3800,ASTERACEAE,AC,3800,AC,3800,Taraxacum officinale,Wigg.
6253,ASTERACEAE,SY,3800,SY,3800,Leontodon taraxacum,L.
7304,ASTERACEAE,SY,3800,SY,3800,Taraxacum lasianthum,Koidz.
7746,ASTERACEAE,SY,3800,SY,3800,Taraxacum microcarpum,Koidz.
3801,ASTERACEAE,AC,3801,AC,3801,Taraxacum otagirianum,Koidz. ex Kitam.
7305,ASTERACEAE,SY,3801,SY,3801,Taraxacum pruinosum,Koidz.
7747,ASTERACEAE,SY,3801,SY,3801,Taraxacum sachalinense,Koidz.
6254,ASTERACEAE,SY,3801,SY,3801,Taraxacum saxatile,Koidz.
3802,ASTERACEAE,AC,3802,AC,3802,Taraxacum perlatescens,Dahlst.
6255,ASTERACEAE,SY,3802,SY,3802,Taraxacum anchorifolium,Kom.
7748,ASTERACEAE,SY,3802,SY,3802,Taraxacum kudoanum,Tatew. et Kitam.
7984,ASTERACEAE,SY,3802,SY,3802,Taraxacum longepetiolatum,Koidz.
7306,ASTERACEAE,SY,3802,SY,3802,Taraxacum longipes,Kom.
7906,ASTERACEAE,SY,3802,SY,3802,Taraxacum squammatissimum,Koidz.
3803,ASTERACEAE,AC,3803,AC,3803,Taraxacum petrovskyi,Tzvel.
3804,ASTERACEAE,AC,3804,AC,3804,Taraxacum phymatocarpum,Vahl.
3751,ASTERACEAE,AC,3751,SY,3804,Taraxacum arcticum,(Trautv.) Dahlst.
6239,ASTERACEAE,SY,3777,SY,3804,Taraxacum callorhinorum,Hagl.
3769,ASTERACEAE,AC,3769,SY,3804,Taraxacum hyparcticum,Dahlst.
3777,ASTERACEAE,AC,3777,SY,3804,Taraxacum lateritium,Dahlst.
6229,ASTERACEAE,SY,3751,SY,3804,Taraxacum vulgare var. arcticum,Tzvel.
3805,ASTERACEAE,AC,3805,AC,3805,Taraxacum platycranum,Dahlst.
7907,ASTERACEAE,SY,3805,SY,3805,Taraxacum giganteum,Koidz.
7749,ASTERACEAE,SY,3805,SY,3805,Taraxacum longifolium,Koidz.
7307,ASTERACEAE,SY,3805,SY,3805,Taraxacum vegetum,Koidz.
6256,ASTERACEAE,SY,3805,SY,3805,Taraxacum yetrofuense,Kitam.
3806,ASTERACEAE,AC,3806,AC,3806,Taraxacum proximum,(Dahlst.) Dahlst.
6257,ASTERACEAE,SY,3806,SY,3806,Taraxacum erythrospermum ssp. proximum,Dahlst.
8018,ASTERACEAE,SY,3806,SY,3806,Taraxacum erythrospermum ssp. tenuilobum,Dahlst.
7908,ASTERACEAE,SY,3806,SY,3806,Taraxacum kimuranum,Kitam.
7308,ASTERACEAE,SY,3806,SY,3806,Taraxacum tenuilobum,(Dahlst.) Dahlst.
3808,ASTERACEAE,AC,3808,AC,3808,Taraxacum pseudonivale,Malysch.
3809,ASTERACEAE,AC,3809,AC,3809,Taraxacum pseudoplatylepium,Jurtz.
3810,ASTERACEAE,AC,3810,AC,3810,Taraxacum rubiginans,Dahlst.
3794,ASTERACEAE,AC,3794,SY,3810,Taraxacum natschikense,Kom.
3807,ASTERACEAE,AC,3807,SY,3810,Taraxacum pseudoglabrum,Dahlst.
3811,ASTERACEAE,AC,3811,AC,3811,Taraxacum rufum,Dahlst.
3812,ASTERACEAE,AC,3812,AC,3812,Taraxacum senjavinense,Jurtz. et Tzvel.
3813,ASTERACEAE,AC,3813,AC,3813,Taraxacum shikotanense,Kitam.
6259,ASTERACEAE,SY,3813,SY,3813,Taraxacum yezoense,Koidz.
3814,ASTERACEAE,AC,3814,AC,3814,Taraxacum shumushuense,Kitam.
6260,ASTERACEAE,SY,3814,SY,3814,Taraxacum brevisquamum,Koidz.
7751,ASTERACEAE,SY,3814,SY,3814,Taraxacum frigidopratense,Koidz.
7309,ASTERACEAE,SY,3814,SY,3814,Taraxacum pseudo-trigonolobum,Koidz.
3816,ASTERACEAE,AC,3816,AC,3816,Taraxacum sinicum,Kitag.
7310,ASTERACEAE,SY,3816,SY,3816,Taraxacum boreolisinense,Kitam.
6261,ASTERACEAE,SY,3816,SY,3816,Taraxacum sinense,Dahlst.
3817,ASTERACEAE,AC,3817,AC,3817,Taraxacum soczavae,Tzvel.
3818,ASTERACEAE,AC,3818,AC,3818,Taraxacum stenolobum,Stschegl.
3819,ASTERACEAE,AC,3819,AC,3819,Taraxacum stepanovae,Worosch.
3820,ASTERACEAE,AC,3820,AC,3820,Taraxacum subalternilobum,Khokhr.
3821,ASTERACEAE,AC,3821,AC,3821,Taraxacum sugawarae,Koidz.
6263,ASTERACEAE,SY,3821,SY,3821,Taraxacum neglectum,Nakai et Koidz.
3823,ASTERACEAE,AC,3823,AC,3823,Taraxacum tatewakii,Kitam.
3824,ASTERACEAE,AC,3824,AC,3824,Taraxacum tolmaczevii,Jurtz.
3825,ASTERACEAE,AC,3825,AC,3825,Taraxacum uschakovii,Jurtz.
3826,ASTERACEAE,AC,3826,AC,3826,Taraxacum ussuriense,Kom.
7752,ASTERACEAE,SY,3826,SY,3826,Taraxacum bornuuriense,Doll
7312,ASTERACEAE,SY,3826,SY,3826,Taraxacum liaotungense,Kitag.
6267,ASTERACEAE,SY,3826,SY,3826,Taraxacum ohwianum,Kitam.
3827,ASTERACEAE,AC,3827,AC,3827,Taraxacum variegatum,Kitag.
6246,ASTERACEAE,SY,6252,SY,3827,Taraxacum erythropodium,Kitag.
3828,ASTERACEAE,AC,3828,AC,3828,Taraxacum varioviolaceum,Khokhr.
3829,ASTERACEAE,AC,3829,AC,3829,Taraxacum vestitum,Worosch.
3830,ASTERACEAE,AC,3830,AC,3830,Taraxacum vulcanorum,Koidz.
3831,ASTERACEAE,AC,3831,AC,3831,Taraxacum woroschilovii,Guban.
3832,ASTERACEAE,AC,3832,AC,3832,Taraxacum wrangelicum,Tzvel.
3833,ASTERACEAE,AC,3833,AC,3833,Taraxacum zhukovae,Tzvel.
3834,TAXACEAE,AC,3834,AC,3834,Taxus cuspidata,Siebold et Zucc. ex Endl.
3836,ASTERACEAE,AC,3836,AC,3836,Tephroseris atropurpurea,(Ledeb.) Holub
6271,ASTERACEAE,SY,3836,SY,3836,Cineraria atropurpurea,Ledeb.
6273,ASTERACEAE,SY,3838,SY,3836,Cineraria frigida,Richards.
7313,ASTERACEAE,SY,3836,SY,3836,Senecio atropurpureus,(Ledeb.) Fedtsch.
7753,ASTERACEAE,SY,3836,SY,3836,Senecio bogdanoviczii,Kom.
10379,ASTERACEAE,SY,3838,SY,3836,Senecio frigidus,(Richards.) Less.
3838,ASTERACEAE,AC,3838,SY,3836,Tephroseris frigida,(Richards.) Holub
3837,ASTERACEAE,AC,3837,AC,3837,Tephroseris flammea,(Turcz. ex DC.) Holub
6272,ASTERACEAE,SY,3837,SY,3837,Senecio flammeus,Turcz. ex DC.
7314,ASTERACEAE,SY,3837,SY,3837,Senecio longiliqulatus,Levl. et Vaniot ex Levl.
3839,ASTERACEAE,AC,3839,AC,3839,Tephroseris heterophylla,(Fisch.) Conechnaja
6274,ASTERACEAE,SY,3839,SY,3839,Cineraria heterophylla,Fisch.
7754,ASTERACEAE,SY,3839,SY,3839,Packera resedifolia,(Less.) A. et D.Love
7316,ASTERACEAE,SY,3839,SY,3839,Senecio resedifolius,Less.
3840,ASTERACEAE,AC,3840,AC,3840,Tephroseris hieraciformis,(Kom.) Barkalov
6275,ASTERACEAE,SY,3840,SY,3840,Senecio hieraciformis,Kom.
3841,ASTERACEAE,AC,3841,AC,3841,Tephroseris hyperborealis,(Greenm.) Barkalov
7317,ASTERACEAE,SY,3841,SY,3841,Packera hyperborealis,(Greenm.) A. et D.Love
6276,ASTERACEAE,SY,3841,SY,3841,Senecio hyperborealis,Greenm.
3842,ASTERACEAE,AC,3842,AC,3842,Tephroseris integrifolia,(L.) Holub
6277,ASTERACEAE,SY,3842,SY,3842,Othonna integrifolia,L.
10385,ASTERACEAE,SY,3842,SY,3842,Senecio campestris,(Retz.) DC.
7318,ASTERACEAE,SY,3842,SY,3842,Senecio integrifolius,(L.) Clairv.
6282,ASTERACEAE,SY,3847,SY,3842,Senecio lenensis,Schischk.
7911,ASTERACEAE,SY,3842,SY,3842,Senecio succisifolius,Kom.
3847,ASTERACEAE,AC,3847,SY,3842,Tephroseris lenensis,(Schischk.) Holub
3843,ASTERACEAE,AC,3843,AC,3843,Tephroseris jacutica,(Schischk.) Holub
6278,ASTERACEAE,SY,3843,SY,3843,Senecio jacuticus,Schischk.
3844,ASTERACEAE,AC,3844,AC,3844,Tephroseris kawakamii,(Makino) Holub
6279,ASTERACEAE,SY,3844,SY,3844,Senecio kawakamii,Makino
10405,ASTERACEAE,SY,3844,SY,3844,Senecio subscaposus,Kom.
7756,ASTERACEAE,SY,3844,SY,3844,Tephroseris adenolepis,C.Jeffrey et Y.L.Chen
3846,ASTERACEAE,AC,3846,AC,3846,Tephroseris kjellmanii,(A.Pors.) Holub
6281,ASTERACEAE,SY,3846,SY,3846,Senecio kjellmanii,A.Pors.
7321,ASTERACEAE,SY,3846,SY,3846,Senecio tichomirovii,Schischk.
3848,ASTERACEAE,AC,3848,AC,3848,Tephroseris palustris,(L.) Fourr.
6283,ASTERACEAE,SY,3848,SY,3848,Othonna palustris,L.
7912,ASTERACEAE,SY,3848,SY,3848,Senecio arcticus,Rupr.
7758,ASTERACEAE,SY,3848,SY,3848,Senecio congestus,(R. Br.) DC.
7322,ASTERACEAE,SY,3848,SY,3848,Senecio palustris,(L.) Hook.
7913,ASTERACEAE,SY,3854,SY,3848,Senecio tubicaulis,Mansf.
3849,ASTERACEAE,AC,3849,AC,3849,Tephroseris phaeantha,(Nakai) C.Jeffrey et Y.L.Chen
6284,ASTERACEAE,SY,3849,SY,3849,Senecio phaeanthus,Nakai
3850,ASTERACEAE,AC,3850,AC,3850,Tephroseris praticola,(Schischk. et Serg.) Holub
7324,ASTERACEAE,SY,3850,SY,3850,Senecio asiaticus,Schischk. et Serg.
6285,ASTERACEAE,SY,3850,SY,3850,Senecio praticola,Schischk. et Serg.
3852,ASTERACEAE,AC,3852,AC,3852,Tephroseris schistosa,(Charkev.) Barkalov
6287,ASTERACEAE,SY,3852,SY,3852,Senecio schistosus,Charkev.
3853,ASTERACEAE,AC,3853,AC,3853,Tephroseris sichotensis,(Kom.) Holub
6288,ASTERACEAE,SY,3853,SY,3853,Senecio sichotensis,Kom.
3854,ASTERACEAE,AC,3854,AC,3854,Tephroseris subdentata,(Bunge) Holub
6289,ASTERACEAE,SY,3854,SY,3854,Cineraria subdentata,Bunge
7759,ASTERACEAE,SY,3854,SY,3854,Senecio imaii,Nakai
7325,ASTERACEAE,SY,3854,SY,3854,Senecio pratensis var. polycephalus,Regel
7987,ASTERACEAE,SY,3854,SY,3854,Senecio sukaczevii,Schischk.
3855,ASTERACEAE,AC,3855,AC,3855,Tephroseris subfrigida,(Kom.) Holub
7326,ASTERACEAE,SY,3855,SY,3855,Senecio malaisei,Hult.
6290,ASTERACEAE,SY,3855,SY,3855,Senecio subfrigidus,Kom.
3856,ASTERACEAE,AC,3856,AC,3856,Tephroseris tundricola,(Tolm.) Holub
6291,ASTERACEAE,SY,3856,SY,3856,Senecio tundricola,Tolm.
3857,LAMIACEAE,AC,3857,AC,3857,Teucrium maximowiczii,Probat.
3858,LAMIACEAE,AC,3858,AC,3858,Teucrium miquelianum,(Maxim.) Kudo
6293,LAMIACEAE,SY,3858,SY,3858,Teucrium stoloniferum f. miquelianum,Maxim.
3859,LAMIACEAE,AC,3859,AC,3859,Teucrium ussuriense,Kom.
3860,LAMIACEAE,AC,3860,AC,3860,Teucrium veronicoides,Maxim.
3862,RANUNCULACEAE,AC,3862,AC,3862,Thalictrum alpinum,L.
3863,RANUNCULACEAE,AC,3863,AC,3863,Thalictrum amurense,Maxim.
6295,RANUNCULACEAE,MA,3863,SY,3863,Thalictrum flavum,L.
3864,RANUNCULACEAE,AC,3864,AC,3864,Thalictrum baicalense,Turcz. ex Ledeb.
15440,RANUNCULACEAE,SY,3864,MS,3864,Thalictrum baikalense,Turcz. ex Ledeb.
3865,RANUNCULACEAE,AC,3865,AC,3865,Thalictrum contortum,L.
3866,RANUNCULACEAE,AC,3866,AC,3866,Thalictrum filamentosum,Maxim.
3867,RANUNCULACEAE,AC,3867,AC,3867,Thalictrum foetidum,L.
3868,RANUNCULACEAE,AC,3868,AC,3868,Thalictrum lucidum,L.
3869,RANUNCULACEAE,AC,3869,AC,3869,Thalictrum minus,L.
3870,RANUNCULACEAE,AC,3870,AC,3870,Thalictrum petaloideum,L.
3871,RANUNCULACEAE,AC,3871,AC,3871,Thalictrum sachalinense,Lecoyer
3872,RANUNCULACEAE,AC,3872,AC,3872,Thalictrum simplex,L.
7330,RANUNCULACEAE,SY,3872,SY,3872,Thalictrum rariflorum,Fries
6296,RANUNCULACEAE,SY,3872,SY,3872,Thalictrum simplex ssp. boreale,(F.Nyl.) A. et D.Love
3873,RANUNCULACEAE,AC,3873,AC,3873,Thalictrum sparsiflorum,Turcz. ex Fisch. et Mey.
3874,RANUNCULACEAE,AC,3874,AC,3874,Thalictrum squarrosum,Steph. ex Willd.
3875,RANUNCULACEAE,AC,3875,AC,3875,Thalictrum tuberiferum,Maxim.
3877,THELYPTERIDACEAE,AC,3877,AC,3877,Thelypteris thelypteroides,(Michx.) Holub
6298,THELYPTERIDACEAE,SY,3877,SY,3877,Nephrodium thelypteroides,Michx.
3878,FABACEAE,AC,3878,AC,3878,Thermopsis lanceolata,R.Br.
3879,FABACEAE,AC,3879,AC,3879,Thermopsis lupinoides,(L.) Link
6299,FABACEAE,SY,3879,SY,3879,Sophora lupinoides,L.
7332,FABACEAE,SY,3879,SY,3879,Thermopsis fabacea,(Pall.) DC.
3880,SANTALACEAE,AC,3880,AC,3880,Thesium chinense,Turcz.
3881,SANTALACEAE,AC,3881,AC,3881,Thesium refractum,C.A. Mey.
3882,CUCURBITACEAE,AC,3882,AC,3882,Thladiantha dubia,Bunge
3883,BRASSICACEAE,AC,3883,AC,3883,Thlaspi arvense,L.
3885,BRASSICACEAE,AC,3885,AC,3885,Thlaspi kamtschaticum,Karav.
3886,LAMIACEAE,AC,3886,AC,3886,Thymus amurensis,Klok.
3888,LAMIACEAE,AC,3888,AC,3888,Thymus curtus,Klok.
3892,LAMIACEAE,AC,3892,SY,3888,Thymus inaequalis,Klok.
6309,LAMIACEAE,SY,3908,SY,3888,Thymus japonicus,(Hara) Kitag.
3897,LAMIACEAE,AC,3897,SY,3888,Thymus nervulosus,Klok.
3889,LAMIACEAE,AC,3889,AC,3889,Thymus dahuricus,Serg.
7333,LAMIACEAE,SY,3889,SY,3889,Thymus asiaticus,(Kitag.) Kitag.
6303,LAMIACEAE,SY,3889,SY,3889,Thymus kitagawianus,Tschern.
3890,LAMIACEAE,AC,3890,AC,3890,Thymus diversifolius,Klok.
6304,LAMIACEAE,SY,3890,SY,3890,Thymus flexilis,Klok.
3891,LAMIACEAE,AC,3891,AC,3891,Thymus dzalindensis,Probat.
3893,LAMIACEAE,AC,3893,AC,3893,Thymus komarovii,Serg.
6306,LAMIACEAE,SY,3893,SY,3893,Thymus disjunctus,Klok.
3904,LAMIACEAE,AC,3904,SY,3893,Thymus semiglaber,Klok.
3894,LAMIACEAE,AC,3894,AC,3894,Thymus levitskyi,Probat.
3896,LAMIACEAE,AC,3896,AC,3896,Thymus mongolicus,(Ronn. ex Diels) Ronn.
7335,LAMIACEAE,SY,3896,SY,3896,Thymus asiaticus,Serg.
6307,LAMIACEAE,SY,3896,SY,3896,Thymus serpyllum ssp. mongolicus,Ronn. ex Diels
3898,LAMIACEAE,AC,3898,AC,3898,Thymus novograblenovii,Probat.
3899,LAMIACEAE,AC,3899,AC,3899,Thymus ochotensis,Klok.
3900,LAMIACEAE,AC,3900,AC,3900,Thymus przewalskii,(Kom.) Nakai
3887,LAMIACEAE,AC,3887,SY,3900,Thymus chankoanus,Klok.
7336,LAMIACEAE,SY,3900,SY,3900,Thymus mandschuricus,Ronn.
6308,LAMIACEAE,SY,3900,SY,3900,Thymus serpillum var. przewalskii,Kom.
3901,LAMIACEAE,AC,3901,AC,3901,Thymus quinquecostatus,Celak.
3902,LAMIACEAE,AC,3902,AC,3902,Thymus sachalinensis,Probat.
3903,LAMIACEAE,AC,3903,AC,3903,Thymus schlothaueriae,Probat.
3905,LAMIACEAE,AC,3905,AC,3905,Thymus sokolovii,Klok.
3906,LAMIACEAE,AC,3906,AC,3906,Thymus ternejicus,Probat.
3907,LAMIACEAE,AC,3907,AC,3907,Thymus urussovii,Probat.
3908,LAMIACEAE,AC,3908,AC,3908,Thymus ussuriensis,Klok.
7337,LAMIACEAE,SY,3908,SY,3908,Thymus arsenjevii,Klok.
3909,TILIACEAE,AC,3909,AC,3909,Tilia amurensis,Rupr.
7339,TILIACEAE,SY,3912,SY,3909,Tilia divaricata,Ig.Vassil.
7338,TILIACEAE,SY,3909,SY,3909,Tilia komarovii,Ig.Vassil.
6310,TILIACEAE,SY,3909,SY,3909,Tilia koreana,Nakai
7914,TILIACEAE,SY,3909,SY,3909,Tilia mongolica var. austroussuriensis,Ig.Vassil.
3910,TILIACEAE,AC,3910,AC,3910,Tilia mandshurica,Rupr.
6311,TILIACEAE,SY,3910,SY,3910,Tilia pekinensis,Rupr.
3911,TILIACEAE,AC,3911,AC,3911,Tilia maximowicziana,Shirasawa
3913,APIACEAE,AC,3913,AC,3913,Tilingia ajanensis,Regel et Til.
7340,APIACEAE,SY,3913,SY,3913,Cnidium ajanense,(Regel et Til.) Drude
6313,APIACEAE,SY,3913,SY,3913,Conioselinum kamtschaticum,Rupr.
7763,APIACEAE,SY,3913,SY,3913,Ligusticum ajanense,(Regel) K.-Pol.
