SEQUENS,CZERFAM95,MK_KHARK,AC_KHARK,MK_QIAN,AC_QIAN,NAME,AUTHOR
4893,ASTERACEAE,SY,1334,SY,1334,Chrysanthemum chanetii,Levl.
6754,ASTERACEAE,SY,1334,SY,1334,Chrysanthemum erubescens,Stapf
7537,ASTERACEAE,SY,1334,SY,1334,Dendranthema erubescens,(Stapf) Tzvel.
1335,ASTERACEAE,AC,1335,AC,1335,Dendranthema coreanum,(Levl. et Vaniot) Worosch.
4894,ASTERACEAE,SY,1335,SY,1335,Matricaria coreana,Levl. et Vaniot
1336,ASTERACEAE,AC,1336,AC,1336,Dendranthema maximowiczii,(Kom.) Tzvel.
4895,ASTERACEAE,SY,1336,SY,1336,Chrysanthemum maximowiczii,Kom.
1338,ASTERACEAE,AC,1338,AC,1338,Dendranthema morifolium,(Ramat.) Tzvel.
1339,ASTERACEAE,AC,1339,AC,1339,Dendranthema naktongense,(Nakai) Tzvel.
4897,ASTERACEAE,SY,1339,SY,1339,Chrysanthemum naktongense,Nakai
1340,ASTERACEAE,AC,1340,AC,1340,Dendranthema oreastrum,(Hance) Ling
4898,ASTERACEAE,SY,1340,SY,1340,Chrysanthemum oreastrum,Hance
7538,ASTERACEAE,SY,1340,SY,1340,Chrysanthemum sichotense,(Tzvel.) Worosch.
6756,ASTERACEAE,SY,1340,SY,1340,Dendranthema sichotense,Tzvel.
1341,ASTERACEAE,AC,1341,AC,1341,Dendranthema weyrichii,(Maxim.) Tzvel.
6757,ASTERACEAE,SY,1341,SY,1341,Dendranthema littorale,(Maekawa) Tzvel.
4899,ASTERACEAE,SY,1341,SY,1341,Leucanthemum weyrichii,Maxim.
1342,ASTERACEAE,AC,1342,AC,1342,Dendranthema zawadskii,(Herbich) Tzvel.
4900,ASTERACEAE,SY,1342,SY,1342,Chrysanthemum zawadskii,Herbich
1343,DENNSTAEDTIACEAE,AC,1343,AC,1343,Dennstaedtia hirsuta,(Sw.) Mett.
4901,DENNSTAEDTIACEAE,SY,1343,SY,1343,Davallia hirsuta,Sw.
6758,DENNSTAEDTIACEAE,SY,1343,SY,1343,Davallia pilosella,Hook.
7539,DENNSTAEDTIACEAE,SY,1343,SY,1343,Microlepia hirsuta,(Sw.) Sw.
7835,DENNSTAEDTIACEAE,SY,1343,SY,1343,Microlepia pilosella,(Hook.) Moore
1344,DENNSTAEDTIACEAE,AC,1344,AC,1344,Dennstaedtia wilfordii,(Moore) Christ
6759,DENNSTAEDTIACEAE,SY,1344,SY,1344,Coptidipteris wilfordii,(Moore) Nakai et Momose
4902,DENNSTAEDTIACEAE,SY,1344,SY,1344,Microlepia wilfordii,Moore
1348,POACEAE,AC,1348,AC,1348,Deschampsia cespitosa,(L.) Beauv.
4906,POACEAE,SY,1348,SY,1348,Aira cespitosa,L.
1354,POACEAE,AC,1354,AC,1354,Deschampsia tzvelevii,Probat.
1355,BRASSICACEAE,AC,1355,AC,1355,Descurainia sophia,(L.) Webb ex Prantl
4912,BRASSICACEAE,SY,1355,SY,1355,Sisymbrium sophia,L.
1356,BRASSICACEAE,AC,1356,AC,1356,Descurainia sophioides,(Fisch. ex Hook.) O. E. Schulz
4913,BRASSICACEAE,SY,1356,SY,1356,Sisymbrium sophioides,Fisch. ex Hook.
1358,FABACEAE,AC,1358,AC,1358,Desmodium oldhamii,Oliv.
1360,HYDRANGEACEAE,AC,1360,AC,1360,Deutzia glabrata,Kom.
1361,CARYOPHYLLACEAE,AC,1361,AC,1361,Dianthus armeria,L.
1362,CARYOPHYLLACEAE,AC,1362,AC,1362,Dianthus barbatus,L.
1363,CARYOPHYLLACEAE,AC,1363,AC,1363,Dianthus chinensis,L.
4916,CARYOPHYLLACEAE,SY,1363,SY,1363,Dianthus amurensis,Jacq.
1364,CARYOPHYLLACEAE,AC,1364,AC,1364,Dianthus deltoides,L.
1365,CARYOPHYLLACEAE,AC,1365,AC,1365,Dianthus repens,Willd.
1366,CARYOPHYLLACEAE,AC,1366,AC,1366,Dianthus superbus,L.
1369,FUMARIACEAE,AC,1369,AC,1369,Dicentra peregrina,(J. Rudolph) Makino
4918,FUMARIACEAE,SY,1369,SY,1369,Fumaria peregrina,J.Rudolph
1373,RUTACEAE,AC,1373,AC,1373,Dictamnus dasycarpus,Turcz.
1374,SCROPHULARIACEAE,AC,1374,AC,1374,Digitalis purpurea,L.
1376,POACEAE,AC,1376,AC,1376,Digitaria ciliaris,(Retz.) Koel.
7541,POACEAE,SY,1376,SY,1376,Digitaria adscendens,(Kunth) Henr.
6767,POACEAE,SY,1376,SY,1376,Panicum adscendens,Kunth
4923,POACEAE,SY,1376,SY,1376,Panicum ciliare,Retz.
1377,POACEAE,AC,1377,AC,1377,Digitaria ischaemum,(Schreb.) Muehl.
4924,POACEAE,SY,1377,SY,1377,Panicum ischaemum,Schreb.
1378,POACEAE,AC,1378,AC,1378,Digitaria sanguinalis,(L.) Scop.
4925,POACEAE,SY,1378,SY,1378,Panicum sanguinale,L.
1379,POACEAE,AC,1379,AC,1379,Dimeria neglecta,Tzvel.
1380,BRASSICACEAE,AC,1380,AC,1380,Dimorphostemon pectinatus,(DC.) V.Golubk.
6768,BRASSICACEAE,SY,1380,SY,1380,Dontostemon pectinatus,(DC.) Ledeb.
4926,BRASSICACEAE,SY,1380,SY,1380,Sisymbrium pectinatus,DC.
1382,DIOSCOREACEAE,AC,1382,AC,1382,Dioscorea nipponica,Makino
1386,BERBERIDACEAE,AC,1386,AC,1386,Diphylleia grayi,Fr. Schmidt
1387,ATHYRIACEAE,AC,1387,AC,1387,Diplazium sibiricum,(Turcz. ex G.Kunze) Kurata
4932,ASPLENIACEAE,SY,1387,SY,1387,Asplenium sibiricum,Turcz. ex G.Kunze
6770,ATHYRIACEAE,SY,1387,SY,1387,Aspidium crenatum,Sommerf.
7543,ATHYRIACEAE,SY,1387,SY,1387,Athyrium crenatum,(Sommerf.) Rupr.
7949,ATHYRIACEAE,SY,1387,SY,1387,Athyrium idoneum,Kom.
7836,ATHYRIACEAE,SY,1387,SY,1387,Athyrium mite,Christ
1388,CONVALLARIACEAE,AC,1388,AC,1388,Disporum sessile,(Thunb.) D. Don
4933,CONVALLARIACEAE,SY,1388,SY,1388,Uvularia sessilis,Thunb.
1389,CONVALLARIACEAE,AC,1389,AC,1389,Disporum smilacinum,A. Gray
1390,CONVALLARIACEAE,AC,1390,SY,1389,Disporum viridescens,(Maxim.) Nakai
4934,CONVALLARIACEAE,SY,1390,SY,1389,Uvularia viridescens,Maxim.
1391,PRIMULACEAE,AC,1391,AC,1391,Dodecatheon frigidum,Cham. et Schlecht.
1393,BRASSICACEAE,AC,1393,AC,1393,Dontostemon dentatus,(Bunge) Ledeb.
4936,BRASSICACEAE,SY,1393,SY,1393,Andreowskia dentata,Bunge
1394,BRASSICACEAE,AC,1394,AC,1394,Dontostemon hispidus,Maxim.
1395,BRASSICACEAE,AC,1395,AC,1395,Dontostemon integrifolius,(L.) C.A.Mey.
4937,BRASSICACEAE,SY,1395,SY,1395,Sisymbrium integrifolium,L.
1396,BRASSICACEAE,AC,1396,AC,1396,Dontostemon intermedius,Worosch.
1399,BRASSICACEAE,AC,1399,AC,1399,Draba aleutica,Ekman
4939,BRASSICACEAE,SY,1399,SY,1399,Draba behringii,Tolm.
1400,BRASSICACEAE,AC,1400,AC,1400,Draba alpina,L.
4940,BRASSICACEAE,SY,1400,SY,1400,Draba aleutica ssp. arctoberingensis,Jurtz. et Petrovsky
6774,BRASSICACEAE,SY,1413,SY,1400,Draba eschscholtzii,Pohle et N.Busch
1422,BRASSICACEAE,AC,1422,SY,1400,Draba pilosa,DC.
1401,BRASSICACEAE,AC,1401,AC,1401,Draba borealis,DC.
4941,BRASSICACEAE,SY,1401,SY,1401,Draba kurilensis,(Turcz.) Fr.Schmidt
1402,BRASSICACEAE,AC,1402,AC,1402,Draba cana,Rydb.
1403,BRASSICACEAE,AC,1403,AC,1403,Draba cardaminiflora,Kom.
1404,BRASSICACEAE,AC,1404,AC,1404,Draba cinerea,Adams
4943,BRASSICACEAE,SY,1404,SY,1404,Draba parvisiliquosa,Tolm.
1405,BRASSICACEAE,AC,1405,AC,1405,Draba fladnizensis,Wulf.
4944,BRASSICACEAE,SY,1405,SY,1405,Draba tschuktschorum,Trautv.
1407,BRASSICACEAE,AC,1407,AC,1407,Draba hirta,L.
1408,BRASSICACEAE,AC,1408,AC,1408,Draba hyperborea,(L.) Desv.
4947,BRASSICACEAE,SY,1408,SY,1408,Alyssum hyperboreum,L.
1409,BRASSICACEAE,AC,1409,AC,1409,Draba juvenilis,Kom.
4948,BRASSICACEAE,SY,1409,SY,1409,Draba longipes,Raup.
1410,BRASSICACEAE,AC,1410,AC,1410,Draba kusnetzowii,(Turcz. ex Ledeb.) Hayek
15979,BRASSICACEAE,MS,1410,MS,1410,Draba kuznetzowii,(Turcz. ex Ledeb.) Hayek
4949,BRASSICACEAE,SY,1410,SY,1410,Holargidium kuznetsovii,Turcz.
1411,BRASSICACEAE,AC,1411,AC,1411,Draba lactea,Adams
4950,BRASSICACEAE,SY,1411,SY,1411,Draba pseudopilosa,Pohle
1412,BRASSICACEAE,AC,1412,AC,1412,Draba lonchocarpa,Rydb.
4951,BRASSICACEAE,SY,1412,SY,1412,Draba frigida var. kamtschatica,Ledeb.
6773,BRASSICACEAE,SY,1412,SY,1412,Draba kamtschatica,(Ledeb.) N.Busch
1427,BRASSICACEAE,AC,1427,SY,1412,Draba ussuriensis,Pohle
4958,BRASSICACEAE,SY,1427,SY,1412,Draba villosula,Tolm.
1413,BRASSICACEAE,AC,1413,AC,1413,Draba macrocarpa,Adams
4952,BRASSICACEAE,SY,1413,SY,1413,Draba barbata,Pohle
1414,BRASSICACEAE,AC,1414,AC,1414,Draba magadanensis,Berkut. et A. Khokhr.
1415,BRASSICACEAE,AC,1415,AC,1415,Draba majae,Berkut.
1416,BRASSICACEAE,AC,1416,AC,1416,Draba mongolica,Turcz.
1417,BRASSICACEAE,AC,1417,AC,1417,Draba nemorosa,L.
1418,BRASSICACEAE,AC,1418,AC,1418,Draba nivalis,Liljebl.
1419,BRASSICACEAE,AC,1419,AC,1419,Draba ochroleuca,Bunge
1420,BRASSICACEAE,AC,1420,AC,1420,Draba palanderiana,Kjellm.
4953,BRASSICACEAE,MA,1420,SY,1420,Draba caesia,Adams
1421,BRASSICACEAE,AC,1421,AC,1421,Draba pauciflora,R. Br.
6775,BRASSICACEAE,SY,1421,SY,1421,Draba adamsii,Ledeb.
1424,BRASSICACEAE,AC,1424,AC,1424,Draba sibirica,(Poll.) Thell.
1425,BRASSICACEAE,AC,1425,AC,1425,Draba stenopetala,Trautv.
1426,BRASSICACEAE,AC,1426,AC,1426,Draba subcapitata,Simm.
1428,LAMIACEAE,AC,1428,AC,1428,Dracocephalum argunense,Fisch. ex Link
1431,LAMIACEAE,AC,1431,AC,1431,Dracocephalum moldavica,L.
1432,LAMIACEAE,AC,1432,AC,1432,Dracocephalum multicolor,Kom.
1433,LAMIACEAE,AC,1433,AC,1433,Dracocephalum nutans,L.
1434,LAMIACEAE,AC,1434,AC,1434,Dracocephalum palmatum,Steph.
1435,LAMIACEAE,AC,1435,AC,1435,Dracocephalum ruyschiana,L.
1436,LAMIACEAE,AC,1436,AC,1436,Dracocephalum stelleranum,Hiltenbr.
1437,LAMIACEAE,AC,1437,AC,1437,Dracocephalum thymiflorum,L.
1438,DROSERACEAE,AC,1438,AC,1438,Drosera anglica,Huds.
1439,DROSERACEAE,AC,1439,AC,1439,Drosera rotundifolia,L.
1440,DROSERACEAE,AC,1440,AC,1440,Drosera X obovata,Mert. et Koch
1441,ROSACEAE,AC,1441,AC,1441,Dryas ajanensis,Juz.
4960,ROSACEAE,SY,1441,SY,1441,Dryas tschonoskii,Juz.
1442,ROSACEAE,AC,1442,AC,1442,Dryas grandis,Juz.
1444,ROSACEAE,AC,1444,AC,1444,Dryas integrifolia,Vahl
1447,DRYOPTERIDACEAE,AC,1447,AC,1447,Dryopteris chinensis,(Baker) Koidz.
6778,DRYOPTERIDACEAE,SY,1447,SY,1447,Aspidium subtripinnatum,Miq.
7545,DRYOPTERIDACEAE,SY,1447,SY,1447,Dryopteris subtripinnata,(Miq.) O.Kunze
4963,DRYOPTERIDACEAE,SY,1447,SY,1447,Nephrodium chinense,Baker
1448,DRYOPTERIDACEAE,AC,1448,AC,1448,Dryopteris crassirhizoma,Nakai
4964,DRYOPTERIDACEAE,SY,1448,SY,1448,Dryopteris buschiana,Fomin
1449,DRYOPTERIDACEAE,AC,1449,AC,1449,Dryopteris expansa,(C.Presl) Fras.-Jenk. et Jermy
7950,DRYOPTERIDACEAE,SY,1449,SY,1449,Dryopteris assimilis,S.Walker
7546,DRYOPTERIDACEAE,SY,1449,SY,1449,Dryopteris austriaca var. orientalis,Fomin
7837,DRYOPTERIDACEAE,SY,1449,SY,1449,Dryopteris extremiorientalis,V.Vassil.
6779,DRYOPTERIDACEAE,SY,1449,SY,1449,Lastrea dilatata var. alpina,Moore
4965,DRYOPTERIDACEAE,SY,1449,SY,1449,Nephrodium expansum,C.Presl
1450,DRYOPTERIDACEAE,AC,1450,AC,1450,Dryopteris fragrans,(L.) Schott
4966,DRYOPTERIDACEAE,SY,1450,SY,1450,Polypodium fragrans,L.
1451,DRYOPTERIDACEAE,AC,1451,AC,1451,Dryopteris fragrantiformis,Tzvel.
1452,DRYOPTERIDACEAE,AC,1452,AC,1452,Dryopteris goeringiana,(G. Kunze) Koidz.
4967,DRYOPTERIDACEAE,SY,1452,SY,1452,Aspidium goeringianum,G.Kunze
7838,DRYOPTERIDACEAE,SY,1452,SY,1452,Dryopteris laeta,(Kom.) C.Chr.
8024,DRYOPTERIDACEAE,SY,1452,SY,1452,Dryopteris wladiwostokensis,(B.Fedtsch.) Kom.
7547,DRYOPTERIDACEAE,SY,1452,SY,1452,Nephrodium laetum,Kom.
8005,DRYOPTERIDACEAE,SY,1452,SY,1452,Nephrodium wladiwostokense,B.Fedtsch.
1453,DRYOPTERIDACEAE,AC,1453,AC,1453,Dryopteris monticola,(Makino) C. Chr.
6781,DRYOPTERIDACEAE,SY,1453,SY,1453,Dryopteris goldiana ssp. monticola,(Makino) Fras.-Jenk.
4968,DRYOPTERIDACEAE,SY,1453,SY,1453,Nephrodium monticola,Makino
1454,DRYOPTERIDACEAE,AC,1454,AC,1454,Dryopteris sichotensis,Kom.
6782,DRYOPTERIDACEAE,SY,1454,SY,1454,Dryopteris barbellata,Fomin
4969,DRYOPTERIDACEAE,SY,1454,SY,1454,Dryopteris coreano-montana,Nakai
7548,DRYOPTERIDACEAE,SY,1454,SY,1454,Dryopteris sichotensis ssp. coreano-montana,(Nakai) Worosch.
1455,ROSACEAE,AC,1455,AC,1455,Duchesnea indica,(Andr.) Focke
4970,ROSACEAE,SY,1455,SY,1455,Fragaria indica,Andr.
1456,POACEAE,AC,1456,AC,1456,Dupontia fisheri,R. Br.
4971,POACEAE,SY,1457,SY,1456,Dupontia fisheri ssp. psilosantha,(Rupr.) Hult.
1457,POACEAE,AC,1457,SY,1456,Dupontia psilosantha,Rupr.
1458,POACEAE,AC,1458,AC,1458,X Dupontopoa dezhnevii,Probat.
1461,LAMIACEAE,AC,1461,AC,1461,Dysophylla jatabeana,Makino
1463,POACEAE,AC,1463,AC,1463,Echinochloa crus-galli,(L.) Beauv.
4975,POACEAE,SY,1463,SY,1463,Panicum crusgalli,L.
1464,POACEAE,AC,1464,AC,1464,Echinochloa occidentalis,(Wiegand) Rydb.
7550,POACEAE,SY,1464,SY,1464,Echinochloa crus-galli ssp. spiralis,(Vasing.) Tzvel.
4976,POACEAE,SY,1464,SY,1464,Echinochloa muricata var. occidentalis,Wiegand
6785,POACEAE,SY,1464,SY,1464,Echinochloa spiralis,Vasing.
1465,POACEAE,AC,1465,AC,1465,Echinochloa oryzoides,(Arg.) Fritsch
6786,POACEAE,SY,1465,SY,1465,Echinochloa macrocarpa,Vasing.
4977,POACEAE,SY,1465,SY,1465,Panicum oryzoides,Ard.
1468,CUCURBITACEAE,AC,1468,AC,1468,Echinocystis lobata,(Michx.) Torr. et Gray
6788,CUCURBITACEAE,SY,1468,SY,1468,Echinocystis echinata,(Muehl. ex Willd.) Britt.
7552,CUCURBITACEAE,SY,1468,SY,1468,Echinocystis echinata,(Muehl.) Vass.
4980,CUCURBITACEAE,SY,1468,SY,1468,Sicyos lobata,Michx.
1469,ASTERACEAE,AC,1469,AC,1469,Echinops dissectus,Kitag.
1470,BORAGINACEAE,AC,1470,AC,1470,Echium vulgare,L.
1472,ELAEAGNACEAE,AC,1472,AC,1472,Elaeagnus multiflora,Thunb.
1473,ELATINACEAE,AC,1473,AC,1473,Elatine americana,(Pursh) Arn.
6789,ELATINACEAE,SY,1473,SY,1473,Elatine triandra ssp. americana,(Pursh) A. et D. Love
4981,LYTHRACEAE,SY,1473,SY,1473,Peplis americana,Pursh
1475,ELATINACEAE,AC,1475,AC,1475,Elatine triandra,Schkuhr
6791,ELATINACEAE,SY,1475,SY,1475,Elatine callitrichoides,(W.Nyl.) Kauffm.
7555,ELATINACEAE,SY,1475,SY,1475,Elatine oryzetorum,Kom.
4983,ELATINACEAE,SY,1475,SY,1475,Elatine triandra var. callitrichoides,W.Nyl.
1476,CYPERACEAE,AC,1476,AC,1476,Eleocharis acicularis,(L.) Roem. et Schult.
4984,CYPERACEAE,SY,1476,SY,1476,Scirpus acicularis,L.
1477,CYPERACEAE,AC,1477,AC,1477,Eleocharis attenuata,(Franch. et Savat.) Palla
4985,CYPERACEAE,SY,1477,SY,1477,Scirpus attenuatus,Franch. et Savat.
1478,CYPERACEAE,AC,1478,AC,1478,Eleocharis kamtschatica,(C. A. Mey.) Kom.
6792,CYPERACEAE,SY,1478,SY,1478,Eleocharis sachalinensis,(Meinsh.) Kom.
4986,CYPERACEAE,SY,1478,SY,1478,Scirpus kamtschaticus,C.A.Mey.
1479,CYPERACEAE,AC,1479,AC,1479,Eleocharis mamillata,Lindb. fil.
4987,CYPERACEAE,SY,1479,SY,1479,Scirpus mamillatus,Lindb. fil.
1480,CYPERACEAE,AC,1480,AC,1480,Eleocharis margaritacea,(Hult.) Miyabe et Kudo
4988,CYPERACEAE,SY,1480,SY,1480,Scirpus margaritaceus,Hult.
1481,CYPERACEAE,AC,1481,AC,1481,Eleocharis maximoviczii,Zinserl.
6796,CYPERACEAE,SY,1481,MS,1481,Eleocharis maximowiczii,Zinserl.
1482,CYPERACEAE,AC,1482,AC,1482,Eleocharis ovata,(Roth) Roem. et Schult.
6793,CYPERACEAE,SY,1482,SY,1482,Eleocharis stoloniensis,(Dubois) Hara
4989,CYPERACEAE,SY,1482,SY,1482,Scirpus ovatus,Roth
1483,CYPERACEAE,AC,1483,AC,1483,Eleocharis palustris,(L.) Roem. et Schult.
6794,CYPERACEAE,SY,1483,SY,1483,Eleocharis eupalustris,Lindb. fil.
7556,CYPERACEAE,SY,1483,SY,1483,Eleocharis intersita,Zinserl.
4990,CYPERACEAE,SY,1483,SY,1483,Scirpus palustris,L.
1484,CYPERACEAE,AC,1484,AC,1484,Eleocharis parvula,(Roem. et Scuhlt.) Bluff. Ness et Schauer
1485,CYPERACEAE,AC,1485,AC,1485,Eleocharis pellucida,C. Presl
4991,CYPERACEAE,SY,1485,SY,1485,Eleocharis afflata,Steud.
1486,CYPERACEAE,AC,1486,AC,1486,Eleocharis quinqueflora,(F.X.Hartm.) O.Schwarz
6795,CYPERACEAE,SY,1486,SY,1486,Eleocharis pauciflora,(Lightf.) Link.
4992,CYPERACEAE,SY,1486,SY,1486,Scirpus quinqueflorus,Hartm.
1487,CYPERACEAE,AC,1487,AC,1487,Eleocharis tetraquetra,Ness
1489,CYPERACEAE,AC,1489,AC,1489,Eleocharis uniglumis,(Link) Schult.
4994,CYPERACEAE,SY,1489,SY,1489,Eleocharis euuniglumis,Zinserl.
1491,CYPERACEAE,AC,1491,AC,1491,Eleocharis wichurae,Boeck.
4996,CYPERACEAE,SY,1491,SY,1491,Eleocharis petasata,(Maxim.) Zinserl.
1493,ORCHIDACEAE,AC,1493,AC,1493,Eleorchis japonica,(A.Gray) F.Maek.
4998,ORCHIDACEAE,SY,1493,SY,1493,Arethusa japonica,A.Gray
6799,ORCHIDACEAE,SY,1493,SY,1493,Bletilla japonica,(A.Gray) Schlecht.
1494,ARALIACEAE,AC,1494,AC,1494,Eleutherococcus senticocus,(Rupr. et Maxim.) Maxim.
6800,ARALIACEAE,SY,1494,SY,1494,Acanthopanax senticosus,(Rupr. et Maxim.) Harms
4999,ARALIACEAE,SY,1494,SY,1494,Hedera senticosa,Rupr. et Maxim.
1495,ARALIACEAE,AC,1495,AC,1495,Eleutherococcus sessiliflorus,(Rupr. et Maxim.) S.Y.Hu
6801,ARALIACEAE,SY,1495,SY,1495,Acanthopanax sessiliflorus,(Rupr. et Maxim.) Seem.
5000,ARALIACEAE,SY,1495,SY,1495,Panax sessiliflorus,Rupr. et Maxim.
1497,LAMIACEAE,AC,1497,AC,1497,Elsholtzia ciliata,(Thunb.) Hyl.
6802,LAMIACEAE,SY,1497,SY,1497,Elsholtzia patrinii,(Lepech.) Garcke
5001,LAMIACEAE,SY,1497,SY,1497,Sideritis ciliata,Thunb.
1498,LAMIACEAE,AC,1498,AC,1498,Elsholtzia pseudocristata,Levl. et Vaniot
1501,POACEAE,AC,1501,AC,1501,Elymus charkeviczii,Probat.
1502,POACEAE,AC,1502,AC,1502,Elymus ciliaris,(Trin.) Tzvel.
5003,POACEAE,SY,1502,SY,1502,Triticum ciliare,Trin.
1503,POACEAE,AC,1503,AC,1503,Elymus confusus,(Roshev.) Tzvel.
5004,POACEAE,SY,1503,SY,1503,Agropyron confusum,Roshev.
1504,POACEAE,AC,1504,AC,1504,Elymus dahuricus,Turcz. ex Griseb.
1505,POACEAE,AC,1505,AC,1505,Elymus excelsus,Turcz. ex Griseb.
5005,POACEAE,SY,1505,SY,1505,Elymus dahuricus ssp. excelsus,(Turch. et Griseb.) Tzvel.
1506,POACEAE,AC,1506,AC,1506,Elymus fibrosus,(Schrenk) Tzvel.
5006,POACEAE,SY,1506,SY,1506,Triticum fibrosum,Schrenk
1507,POACEAE,AC,1507,AC,1507,Elymus gmelinii,(Ledeb.) Tzvel.
6804,POACEAE,SY,1507,SY,1507,Agropyron turczaninovii,Drob.
7559,POACEAE,SY,1507,SY,1507,Roegneria gmelinii,(Ledeb.) Kitag.
5007,POACEAE,SY,1507,SY,1507,Triticum caninum var. gmelinii,Ledeb.
1509,POACEAE,AC,1509,AC,1509,Elymus jacutensis,(Drob.) Tzvel.
5009,POACEAE,SY,1509,SY,1509,Agropyron jacutense,Drob.
1511,POACEAE,AC,1511,AC,1511,Elymus kronokensis,(Kom.) Tzvel.
5011,POACEAE,SY,1511,SY,1511,Agropyron kronokense,Kom.
7560,POACEAE,SY,1511,SY,1511,Roegneria scandica,Nevski
1512,POACEAE,AC,1512,AC,1512,Elymus kurilensis,Probat.
5012,POACEAE,SY,1512,SY,1512,Agropyron yezoense,Honda
1513,POACEAE,AC,1513,AC,1513,Elymus macrourus,(Turcz.) Tzvel.
5013,POACEAE,SY,1513,SY,1513,Triticum macrourum,Turcz.
1514,POACEAE,AC,1514,AC,1514,Elymus mutabilis,(Drob.) Tzvel.
5014,POACEAE,SY,1514,SY,1514,Agropyron mutabile,Drob.
1516,POACEAE,AC,1516,AC,1516,Elymus pendulinus,(Nevski) Tzvel.
5016,POACEAE,SY,1516,SY,1516,Roegneria pendulina,Nevski
1517,POACEAE,AC,1517,AC,1517,Elymus sibiricus,L.
1519,POACEAE,AC,1519,AC,1519,Elymus trachycaulus,(Link) Gould et Shinners
1520,POACEAE,AC,1520,AC,1520,Elymus vassiljevii,Czer.
6811,POACEAE,SY,1520,SY,1520,Elymus sajanensis ssp. villosus,(V.Vassil.) Tzvel.
5019,POACEAE,SY,1520,SY,1520,Roegneria villosa,V.Vassil.
7561,POACEAE,SY,1520,SY,1520,Roegneria villosa ssp. laxe-pilosa,Jurtz.
1521,POACEAE,AC,1521,AC,1521,Elymus woroschilowii,Probat.
5020,POACEAE,SY,1521,SY,1521,Elymus dahuricus ssp. pacificus,Probat.
1522,POACEAE,AC,1522,AC,1522,Elymus zejensis,Probat.
1523,BRASSICACEAE,AC,1523,AC,1523,Erysimum amurense,Kitag.
6812,BRASSICACEAE,SY,1523,SY,1523,Cheiranthus auranthiacus,Bunge
5021,BRASSICACEAE,SY,1523,SY,1523,Erysimum aurantiacum,(Bunge) Maxim.
1524,BRASSICACEAE,AC,1524,AC,1524,Erysimum cheiranthoides,L.
1525,BRASSICACEAE,AC,1525,AC,1525,Erysimum hieracifolium,L.
5022,BRASSICACEAE,SY,1525,SY,1525,Erysimum marschallianum,Andrz.
1526,BRASSICACEAE,AC,1526,AC,1526,Erysimum pallasii,(Pursh) Fern.
5023,BRASSICACEAE,SY,1526,SY,1526,Cheiranthus pallasii,Pursh
1527,POACEAE,AC,1527,AC,1527,Elytrigia jacutorum,(Nevski) Nevski
6813,POACEAE,SY,1527,SY,1527,Agropyron amgunense,Nevski
5024,POACEAE,SY,1527,SY,1527,Agropyron jacutorum,Nevski
7562,POACEAE,SY,1527,SY,1527,Elytrigia amgunensis,(Nevski) Nevski
7840,POACEAE,SY,1527,SY,1527,Elytrigia strigosa ssp. amgunensis,(Nevski) Tzvel.
7952,POACEAE,SY,1527,SY,1527,Elytrigia strigosa ssp. jacutorum,(Nevski) Tzvel.
1528,POACEAE,AC,1528,AC,1528,Elytrigia repens,(L.) Nevski
6814,POACEAE,SY,1528,SY,1528,Agropyron sachalinense,Honda
5025,POACEAE,SY,1528,SY,1528,Triticum repens,(L.) Beauv.
1529,EMPETRACEAE,AC,1529,AC,1529,Empetrum albidum,V. Vassil.
1533,EMPETRACEAE,AC,1533,AC,1533,Empetrum stenopetalum,V. Vassil.
6818,EMPETRACEAE,SY,1533,SY,1533,Empetrum subholarcticum f. stenopetalum,(V.Vassil.) V.Vassil.
1535,RANUNCULACEAE,AC,1535,AC,1535,Enemion raddeanum,Regel
1536,EPHEDRACEAE,AC,1536,AC,1536,Ephedra monosperma,C. A. Mey.
1537,ORCHIDACEAE,AC,1537,AC,1537,Ephippianthus sachalinensis,Reichenb. fil.
1539,ONAGRACEAE,AC,1539,AC,1539,Epilobium amurense,Hausskn.
7568,ONAGRACEAE,SY,1539,SY,1539,Epilobium miyabei,Levl.
5033,ONAGRACEAE,SY,1539,SY,1539,Epilobium origanifolium var. pubescens,Maxim.
7843,ONAGRACEAE,SY,1539,SY,1539,Epilobium ovale,Takeda
7955,ONAGRACEAE,SY,1539,SY,1539,Epilobium shikotanense,Takeda
6821,ONAGRACEAE,SY,1539,SY,1539,Epilobium tenue,Kom.
1540,ONAGRACEAE,AC,1540,AC,1540,Epilobium cephalostigma,Hausskn.
6822,ONAGRACEAE,SY,1540,SY,1540,Epilobium angulatum,Kom.
7569,ONAGRACEAE,SY,1540,SY,1540,Epilobium coreanum,Levl.
5034,ONAGRACEAE,SY,1540,SY,1540,Epilobium nudicarpum,Kom.
7844,ONAGRACEAE,SY,1540,SY,1540,Epilobium sugaharai,Koidz.
1541,ONAGRACEAE,AC,1541,AC,1541,Epilobium davuricum,Fisch.
5035,ONAGRACEAE,SY,1541,SY,1541,Epilobium arcticum,Sam.
1542,ONAGRACEAE,AC,1542,AC,1542,Epilobium fastigiato-ramosum,Nakai
6823,ONAGRACEAE,SY,1542,SY,1542,Epilobium baicalense,M.Pop.
5036,ONAGRACEAE,SY,1542,SY,1542,Epilobium palustre var. mandjuricum,Haussk.
1543,ONAGRACEAE,AC,1543,AC,1543,Epilobium fauriei,Levl.
5037,ONAGRACEAE,SY,1543,SY,1543,Epilobium kitadakense,Koidz.
